,Authors,Article Title,Journal,Publish year,DOI,DOI link,,Result,Name,Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,"Foelker, CJ; Parry, D; Fierke, MK","Biotic resistance and the spatiotemporal distribution of an invading woodwasp, Sirex noctilio",BIOLOGICAL INVASIONS,2018,10.1007/s10530-018-1673-8,http://dx.doi.org/10.1007/s10530-018-1673-8,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41073766,,,,,WOS:001591898600012,View Full Record in Web of Science
985,"Gonzalez, H; O'Neill, A; Parent, M; Datta, D; Swenson, NG","The Frequency, Magnitude, and Spatial Distribution of Heart Rot in Dominant Temperate Tree Species in a Forest Dynamics Plot",ECOLOGY AND EVOLUTION,2025,10.1002/ece3.71329,http://dx.doi.org/10.1002/ece3.71329,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEP 2023,,,,,,,,,,,WOS:001073519400001,View Full Record in Web of Science
986,"Song, GM; Ten, LN; Lim, SK; Hong, SM; Lee, SY; Jung, HY",Phylogenetic and Morphological Analysis of a Novel Tolypocladium Species Isolated from Soil in South Korea,MYCOBIOLOGY,2024,10.1080/12298093.2024.2384776,http://dx.doi.org/10.1080/12298093.2024.2384776,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30131068,,,,,WOS:000442825500001,View Full Record in Web of Science
987,"Li, PX; Liu, HB; Chen, YT; Zhang, X; Cao, N; Sun, Y; Jia, MM; Wu, MR; Tong, XJ; Jiang, XM; Yu, XH; Cheng, Y",Effect of Dandelion (Taraxacum mongolicum Hand.-Mazz.) Intercropping with Different Plant Spacing on Blight and Growth of Pepper (Capsicum annuum L.),PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,2023,10.32604/phyton.2023.027392,http://dx.doi.org/10.32604/phyton.2023.027392,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000267478000009,View Full Record in Web of Science
988,"Giray, K; Beule, L; Dyckmans, J; Joergensen, RG; Wachendorf, C",Fungal and bacterial colonization of maize litter during decomposition in a temperate arable and grassland alley-cropping system,PLANT AND SOIL,2025,10.1007/s11104-025-07550-z,http://dx.doi.org/10.1007/s11104-025-07550-z,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000283401100014,View Full Record in Web of Science
989,"Chen, Y; Mao, ZK; Myers, JA; Yu, JH; Wang, XG","Tree mycorrhizal associations determine how biodiversity, large trees, and environmental factors drive aboveground carbon stock in temperate forests",FOREST ECOSYSTEMS,2024,10.1016/j.fecs.2024.100205,http://dx.doi.org/10.1016/j.fecs.2024.100205,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32795881,,,,,WOS:000577076100006,View Full Record in Web of Science
990,"Bell, TL; Adams, MA",Ecophysiology of ectomycorrhizal fungi associated with Pinus spp. in low rainfall areas of Western Australia,PLANT ECOLOGY,2004,10.1023/B:VEGE.0000029372.78102.9d,http://dx.doi.org/10.1023/B:VEGE.0000029372.78102.9d,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001251246600001,View Full Record in Web of Science
991,"Duncan, LW; McCoy, CW; Terranova, AC",Estimating sample size and persistence of entomogenous nematodes in sandy soils and their efficacy against the larvae of Diaprepes abbreviatus in Florida,JOURNAL OF NEMATOLOGY,1996,,,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000816273400001,View Full Record in Web of Science
992,"Herdman, AR; Mújica, EB; Danaher, MW; Zettler, LW; Schulz, K; Esselman, E","Initial Population Analysis and Mycorrhizal Fungi of the Leafless Epiphytic Orchid, Campylocentrum pachyrrhizum, in Florida",DIVERSITY-BASEL,2023,10.3390/d15040576,http://dx.doi.org/10.3390/d15040576,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000265925000005,View Full Record in Web of Science
993,"Bakker, MR; Garbaye, J; Nys, C",Effect of liming on the ectomycorrhizal status of oak,FOREST ECOLOGY AND MANAGEMENT,2000,10.1016/S0378-1127(99)00097-3,http://dx.doi.org/10.1016/S0378-1127(99)00097-3,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25735209,,,,,WOS:000351631500007,View Full Record in Web of Science
994,"Tian, J; Bu, LY; Zhang, MX; Yuan, JW; Zhang, YL; Wei, GH; Wang, HL",Soil bacteria with distinct diversity and functions mediates the soil nutrients after introducing leguminous shrub in desert ecosystems,GLOBAL ECOLOGY AND CONSERVATION,2021,10.1016/j.gecco.2021.e01841,http://dx.doi.org/10.1016/j.gecco.2021.e01841,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38334188,,,,,WOS:001230050600003,View Full Record in Web of Science
995,"Ramaite, K; Ekwanzala, MD; Momba, MNB","Prevalence and Molecular Characterisation of Extended-Spectrum Beta-Lactamase-Producing Shiga Toxin-Producing Escherichia coli, from Cattle Farm to Aquatic Environments",PATHOGENS,2022,10.3390/pathogens11060674,http://dx.doi.org/10.3390/pathogens11060674,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUG 2021,,,,,,,,,,,WOS:000696175600003,View Full Record in Web of Science
996,"Rozenbergar, D; Mikac, S; Anic, I; Diaci, J",Gap regeneration patterns in relationship to light heterogeneity in two old-growth beech-fir forest reserves in South East Europe,FORESTRY,2007,10.1093/forestry/cpm037,http://dx.doi.org/10.1093/forestry/cpm037,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1995TC46300096,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000678730500009,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000072387600025,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000295305700004,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000075847300014,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAN 2022,,,,,,,,,,,WOS:000768890900006,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22211298,,,,,WOS:000299778300017,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000437060700036,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000311401000004,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAY 2023,,,,,,,,,,,WOS:000995445800001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086700,,,,,WOS:000664640100026,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19643873,,,,,WOS:000273135700040,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33528352,,,,,WOS:000639142700016,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAR 2024,,,,,,,,,,,WOS:001215072700001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000268812400010,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000316006500008,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000364502900012,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18306888,,,,,WOS:000253493200010,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAY 2021,,,,,,,,,,,WOS:000659478200013,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAR 2021,,,,,,33655406,,,,,WOS:000624392900002,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21156551,,,,,WOS:000178384200006,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36439794,,,,,WOS:000887098900001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000411106900007,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000294106500021,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000458477300015,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41213988,,,,,WOS:001614000600006,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000316277900006,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000552683000010,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21335505,,,,,WOS:000300136200014,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19651715,,,,,WOS:000275380900029,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000221505500005,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000090119000007,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001385555100001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352443,,,,,WOS:000232535300008,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUL 2023,,,,,,,,,,,WOS:001047035200001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19262840,,,,,WOS:000230220000005,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32151246,,,,,WOS:000521046800002,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000405595300020,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000376806800001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAR 2024,,,,,,,,,,,WOS:001131881900001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001647797500001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35595934,,,,,WOS:000798185100004,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000224625100003,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001206792800022,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000390574800009,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000283977500002,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT 2022,,,,,,,,,,,WOS:000873351200001,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000180792700010,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000264277600023,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000262510500012,View Full Record in Web of Science
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31961767,,,,,WOS:000569160200015,View Full Record in Web of Science
